Category,Name,Portion(fl oz),Calories,Calories from fat,Total Fat(g),Saturated fat(g),Trans fat(g),Cholesterol(mg),Sodium(mg),Total Carbohydrate(g),Dietary Fiber(g),Sugars(g),Protein(g),Caffeine(mg),Size,Milk,Whipped Cream
brewed-coffee,Cold Brew with Salted Cream Cold Foam,16.0,230,130,14.0,9.0,0.0,45,330,23,0,23,2,185,Grande,,
brewed-coffee,Cold Brew with Salted Cream Cold Foam,24.0,280,150,17.0,11.0,0.5,55,400,30,0,30,3,275,Venti Iced,,
brewed-coffee,Cold Brew with Salted Cream Cold Foam,30.0,340,190,21.0,13.0,0.5,65,490,36,0,36,3,320,Trenta Iced,,
brewed-coffee,Decaf Pike Place® Roast,8.0,5,0,0.0,0.0,0.0,0,5,0,0,0,0,15,Short,,
brewed-coffee,Decaf Pike Place® Roast,12.0,5,0,0.0,0.0,0.0,0,5,0,0,0,0,20,Tall,,
brewed-coffee,Decaf Pike Place® Roast,16.0,5,0,0.0,0.0,0.0,0,10,0,0,0,1,25,Grande,,
brewed-coffee,Decaf Pike Place® Roast,20.0,5,0,0.0,0.0,0.0,0,10,0,0,0,1,30,Venti,,
brewed-coffee,Featured Dark Roast,8.0,5,0,0.0,0.0,0.0,0,5,0,0,0,0,130,Short,,
brewed-coffee,Featured Dark Roast,12.0,5,0,0.0,0.0,0.0,0,10,0,0,0,0,195,Tall,,
brewed-coffee,Featured Dark Roast,16.0,5,0,0.0,0.0,0.0,0,10,0,0,0,1,260,Grande,,
brewed-coffee,Featured Dark Roast,20.0,5,0,0.0,0.0,0.0,0,10,0,0,0,1,340,Venti,,
iced-coffee,Iced Coffee,30.0,160,0,0.0,0.0,0.0,0,15,40,0,39,1,280,Trenta Iced,,Sweetened
iced-coffee,Iced Coffee,30.0,5,0,0.0,0.0,0.0,0,10,0,0,0,1,330,Trenta Iced,,Unsweetened
iced-coffee,Iced Coffee,12.0,60,0,0.0,0.0,0.0,0,10,15,0,15,0,120,Tall,,Sweetened
iced-coffee,Iced Coffee,12.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,140,Tall,,Unsweetened
iced-coffee,Iced Coffee,16.0,80,0,0.0,0.0,0.0,0,10,20,0,20,0,165,Grande,,Sweetened
iced-coffee,Iced Coffee,16.0,5,0,0.0,0.0,0.0,0,5,0,0,0,0,190,Grande,,Unsweetened
iced-coffee,Iced Coffee,24.0,120,0,0.0,0.0,0.0,0,15,30,0,30,0,235,Venti Iced,,Sweetened
iced-coffee,Iced Coffee,24.0,5,0,0.0,0.0,0.0,0,10,0,0,0,0,275,Venti Iced,,Unsweetened
iced-coffee,Iced Coffee with Milk,30.0,35,20,2.5,0.0,0.0,0,75,3,1,2,1,240,Trenta Iced,Almond,Unsweetened
iced-coffee,Iced Coffee with Milk,30.0,210,25,3.0,3.0,0.0,0,70,44,0,44,1,190,Trenta Iced,Coconut,Sweetened
iced-coffee,Iced Coffee with Milk,30.0,50,25,3.0,3.0,0.0,0,60,5,0,4,1,240,Trenta Iced,Coconut,Unsweetened
iced-coffee,Iced Coffee with Milk,30.0,210,0,0.0,0.0,0.0,5,70,46,0,46,5,190,Trenta Iced,Nonfat milk,Sweetened
iced-coffee,Iced Coffee with Milk,30.0,50,0,0.0,0.0,0.0,5,65,7,0,7,5,240,Trenta Iced,Nonfat milk,Unsweetened
iced-coffee,Iced Coffee with Milk,30.0,240,40,4.5,2.5,0.0,15,75,46,0,46,5,190,Trenta Iced,Whole Milk,Sweetened
iced-coffee,Iced Coffee with Milk,30.0,90,40,4.5,2.5,0.0,15,65,7,0,7,5,240,Trenta Iced,Whole Milk,Unsweetened
iced-coffee,Iced Coffee with Milk,30.0,230,25,3.0,1.5,0.0,10,80,46,0,46,5,190,Trenta Iced,2% Milk,Sweetened
iced-coffee,Iced Coffee with Milk,30.0,70,25,3.0,1.5,0.0,10,70,7,0,7,5,240,Trenta Iced,2% Milk,Unsweetened
iced-coffee,Iced Coffee with Milk,30.0,230,20,2.0,0.0,0.0,0,65,48,1,46,4,190,Trenta Iced,Soy (United States),Sweetened
iced-coffee,Iced Coffee with Milk,30.0,70,20,2.0,0.0,0.0,0,60,9,1,7,4,240,Trenta Iced,Soy (United States),Unsweetened
iced-coffee,Iced Coffee with Milk,12.0,70,5,1.0,0.0,0.0,0,30,16,0,15,0,90,Tall,Almond,Sweetened
iced-coffee,Iced Coffee with Milk,12.0,15,5,1.0,0.0,0.0,0,30,1,0,1,0,110,Tall,Almond,Unsweetened
iced-coffee,Iced Coffee with Milk,12.0,80,10,1.0,1.0,0.0,0,25,17,0,16,0,90,Tall,Coconut,Sweetened
iced-coffee,Iced Coffee with Milk,12.0,20,10,1.0,1.0,0.0,0,20,2,0,2,0,110,Tall,Coconut,Unsweetened
iced-coffee,Iced Coffee with Milk,12.0,80,0,0.0,0.0,0.0,0,30,17,0,17,2,90,Tall,Nonfat milk,Sweetened
iced-coffee,Iced Coffee with Milk,12.0,20,0,0.0,0.0,0.0,0,25,2,0,2,2,110,Tall,Nonfat milk,Unsweetened
iced-coffee,Iced Coffee with Milk,12.0,90,15,1.5,1.0,0.0,5,30,17,0,17,2,90,Tall,Whole Milk,Sweetened
iced-coffee,Iced Coffee with Milk,12.0,30,15,1.5,1.0,0.0,5,25,2,0,2,2,110,Tall,Whole Milk,Unsweetened
iced-coffee,Iced Coffee with Milk,12.0,80,10,1.0,0.5,0.0,5,30,17,0,17,2,90,Tall,2% Milk,Sweetened
iced-coffee,Iced Coffee with Milk,12.0,25,10,1.0,0.0,0.0,5,25,2,0,2,2,110,Tall,2% Milk,Unsweetened
iced-coffee,Iced Coffee with Milk,12.0,90,5,1.0,0.0,0.0,0,25,18,0,17,2,90,Tall,Soy (United States),Sweetened
iced-coffee,Iced Coffee with Milk,12.0,25,5,1.0,0.0,0.0,0,20,3,0,2,2,110,Tall,Soy (United States),Unsweetened
iced-coffee,Iced Coffee with Milk,16.0,100,10,1.0,0.0,0.0,0,35,21,0,21,1,125,Grande,Almond,Sweetened
iced-coffee,Iced Coffee with Milk,16.0,20,10,1.0,0.0,0.0,0,40,1,0,1,1,150,Grande,Almond,Unsweetened
iced-coffee,Iced Coffee with Milk,16.0,100,15,1.5,1.5,0.0,0,35,22,0,22,0,125,Grande,Coconut,Sweetened
iced-coffee,Iced Coffee with Milk,16.0,25,15,1.5,1.5,0.0,0,30,2,0,2,0,150,Grande,Coconut,Unsweetened
iced-coffee,Iced Coffee with Milk,16.0,100,0,0.0,0.0,0.0,0,35,23,0,23,2,125,Grande,Nonfat milk,Sweetened
iced-coffee,Iced Coffee with Milk,16.0,25,0,0.0,0.0,0.0,0,30,3,0,3,2,150,Grande,Nonfat milk,Unsweetened
iced-coffee,Iced Coffee with Milk,16.0,120,20,2.0,1.0,0.0,5,35,23,0,23,2,125,Grande,Whole Milk,Sweetened
iced-coffee,Iced Coffee with Milk,16.0,40,20,2.0,1.0,0.0,5,30,3,0,3,2,150,Grande,Whole Milk,Unsweetened
iced-coffee,Iced Coffee with Milk,16.0,110,10,1.5,1.0,0.0,5,40,23,0,23,2,125,Grande,2% Milk,Sweetened
iced-coffee,Iced Coffee with Milk,16.0,35,10,1.5,0.5,0.0,5,35,3,0,3,2,150,Grande,2% Milk,Unsweetened
iced-coffee,Iced Coffee with Milk,16.0,110,10,1.0,0.0,0.0,0,35,24,0,23,2,125,Grande,Soy (United States),Sweetened
iced-coffee,Iced Coffee with Milk,16.0,35,10,1.0,0.0,0.0,0,30,4,0,3,2,150,Grande,Soy (United States),Unsweetened
iced-coffee,Iced Coffee with Milk,24.0,150,15,1.5,0.0,0.0,0,60,32,0,31,1,170,Venti Iced,Almond,Sweetened
iced-coffee,Iced Coffee with Milk,24.0,30,15,1.5,0.0,0.0,0,60,2,0,1,1,205,Venti Iced,Almond,Unsweetened
iced-coffee,Iced Coffee with Milk,24.0,160,20,2.5,2.0,0.0,0,55,33,0,33,1,170,Venti Iced,Coconut,Sweetened
iced-coffee,Iced Coffee with Milk,24.0,40,20,2.5,2.0,0.0,0,45,3,0,3,1,205,Venti Iced,Coconut,Unsweetened
iced-coffee,Iced Coffee with Milk,24.0,160,0,0.0,0.0,0.0,0,60,35,0,35,4,170,Venti Iced,Nonfat milk,Sweetened
iced-coffee,Iced Coffee with Milk,24.0,40,0,0.0,0.0,0.0,0,50,5,0,5,4,205,Venti Iced,Nonfat milk,Unsweetened
iced-coffee,Iced Coffee with Milk,24.0,190,30,3.5,2.0,0.0,10,60,35,0,35,4,170,Venti Iced,Whole Milk,Sweetened
iced-coffee,Iced Coffee with Milk,24.0,70,30,3.5,2.0,0.0,10,50,5,0,5,4,205,Venti Iced,Whole Milk,Unsweetened
iced-coffee,Iced Coffee with Milk,24.0,170,20,2.0,1.5,0.0,10,65,35,0,35,4,170,Venti Iced,2% Milk,Sweetened
iced-coffee,Iced Coffee with Milk,24.0,60,20,2.0,1.0,0.0,10,55,5,0,5,4,205,Venti Iced,2% Milk,Unsweetened
iced-coffee,Iced Coffee with Milk,24.0,180,15,1.5,0.0,0.0,0,55,36,0,35,3,170,Venti Iced,Soy (United States),Sweetened
iced-coffee,Iced Coffee with Milk,24.0,60,15,1.5,0.0,0.0,0,45,7,0,5,3,205,Venti Iced,Soy (United States),Unsweetened
iced-coffee,Nitro Cold Brew,12.0,5,0,0.0,0.0,0.0,0,10,0,0,0,0,215,Tall,,
iced-coffee,Nitro Cold Brew,16.0,5,0,0.0,0.0,0.0,0,10,0,0,0,0,280,Grande,,
iced-coffee,Nitro Cold Brew with Cascara Cold Foam,12.0,60,0,0.0,0.0,0.0,0,20,12,0,12,1,200,Tall,,
iced-coffee,Nitro Cold Brew with Cascara Cold Foam,16.0,80,0,0.0,0.0,0.0,0,30,18,0,18,2,270,Grande,,
iced-coffee,Nitro Cold Brew with Sweet Cream,12.0,70,50,5.0,3.5,0.0,15,15,4,0,4,1,200,Tall,,
iced-coffee,Nitro Cold Brew with Sweet Cream,16.0,70,50,5.0,3.5,0.0,15,20,4,0,4,1,265,Grande,,
brewed-coffee,Pike Place® Roast,8.0,5,0,0.0,0.0,0.0,0,5,0,0,0,0,155,Short,,
brewed-coffee,Pike Place® Roast,12.0,5,0,0.0,0.0,0.0,0,10,0,0,0,0,235,Tall,,
brewed-coffee,Pike Place® Roast,16.0,5,0,0.0,0.0,0.0,0,10,0,0,0,1,310,Grande,,
brewed-coffee,Pike Place® Roast,20.0,5,0,0.0,0.0,0.0,0,10,0,0,0,1,410,Venti,,
brewed-coffee,Pumpkin Cream Cold Brew,12.0,140,70,7.0,4.5,0.0,25,35,18,0,17,2,145,Tall,,
brewed-coffee,Pumpkin Cream Cold Brew,16.0,250,110,12.0,8.0,0.0,40,55,31,0,31,3,185,Grande,,
brewed-coffee,Pumpkin Cream Cold Brew,24.0,310,130,15.0,10.0,0.5,50,70,40,0,40,3,275,Venti Iced,,
brewed-coffee,Pumpkin Cream Cold Brew,30.0,360,150,17.0,11.0,0.5,55,80,48,0,48,4,315,Trenta Iced,,
iced-coffee,Starbucks® Cold Brew Coffee,12.0,5,0,0.0,0.0,0.0,0,10,0,0,0,0,155,Tall,,
iced-coffee,Starbucks® Cold Brew Coffee,16.0,5,0,0.0,0.0,0.0,0,15,0,0,0,0,205,Grande,,
iced-coffee,Starbucks® Cold Brew Coffee,24.0,5,0,0.0,0.0,0.0,0,20,0,0,0,0,310,Venti Iced,,
iced-coffee,Starbucks® Cold Brew Coffee,30.0,5,0,0.0,0.0,0.0,0,25,0,0,0,0,360,Trenta Iced,,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,12.0,15,5,1.0,0.0,0.0,0,30,1,0,1,0,155,Tall,Almond,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,12.0,20,10,1.0,1.0,0.0,0,30,2,0,2,0,155,Tall,Coconut,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,12.0,20,0,0.0,0.0,0.0,0,30,2,0,2,2,155,Tall,Nonfat milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,12.0,30,10,1.5,1.0,0.0,5,30,2,0,2,2,155,Tall,Whole Milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,12.0,25,10,1.0,0.5,0.0,5,30,2,0,2,2,155,Tall,2% Milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,12.0,25,5,1.0,0.0,0.0,0,25,3,0,2,1,155,Tall,Soy (United States),
iced-coffee,Starbucks® Cold Brew Coffee with Milk,16.0,20,10,1.0,0.0,0.0,0,40,1,0,1,1,205,Grande,Almond,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,16.0,25,15,1.5,1.5,0.0,0,35,2,0,2,0,205,Grande,Coconut,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,16.0,25,0,0.0,0.0,0.0,0,40,3,0,3,2,205,Grande,Nonfat milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,16.0,40,20,2.0,1.0,0.0,5,40,3,0,3,2,205,Grande,Whole Milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,16.0,35,10,1.5,1.0,0.0,5,40,3,0,3,2,205,Grande,2% Milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,16.0,35,10,1.0,0.0,0.0,0,35,4,0,3,2,205,Grande,Soy (United States),
iced-coffee,Starbucks® Cold Brew Coffee with Milk,24.0,30,15,1.5,0.0,0.0,0,60,2,0,1,1,310,Venti Iced,Almond,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,24.0,40,20,2.5,2.0,0.0,0,55,3,0,3,0,310,Venti Iced,Coconut,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,24.0,40,0,0.0,0.0,0.0,0,60,5,0,5,4,310,Venti Iced,Nonfat milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,24.0,70,30,3.5,2.0,0.0,10,60,5,0,5,4,310,Venti Iced,Whole Milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,24.0,60,20,2.0,1.5,0.0,10,65,5,0,5,4,310,Venti Iced,2% Milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,24.0,60,15,1.5,0.0,0.0,0,55,7,0,5,3,310,Venti Iced,Soy (United States),
iced-coffee,Starbucks® Cold Brew Coffee with Milk,30.0,40,20,2.0,0.0,0.0,0,75,3,1,2,1,360,Trenta Iced,Almond,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,30.0,50,25,3.0,3.0,0.0,0,70,4,0,4,1,360,Trenta Iced,Coconut,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,30.0,50,0,0.0,0.0,0.0,5,75,7,0,7,5,360,Trenta Iced,Nonfat milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,30.0,90,40,4.5,2.5,0.0,15,75,6,0,6,4,360,Trenta Iced,Whole Milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,30.0,70,25,2.5,1.5,0.0,10,80,6,0,6,5,360,Trenta Iced,2% Milk,
iced-coffee,Starbucks® Cold Brew Coffee with Milk,30.0,70,20,2.0,0.0,0.0,0,70,8,1,7,4,360,Trenta Iced,Soy (United States),
iced-coffee,Vanilla Sweet Cream Cold Brew,30.0,210,100,11.0,7.0,0.0,40,45,26,0,26,2,320,Trenta Iced,,
iced-coffee,Vanilla Sweet Cream Cold Brew,12.0,90,50,5.0,3.5,0.0,15,20,9,0,9,1,145,Tall,,
iced-coffee,Vanilla Sweet Cream Cold Brew,16.0,110,50,5.0,3.5,0.0,15,20,14,0,14,1,185,Grande,,
iced-coffee,Vanilla Sweet Cream Cold Brew,24.0,200,100,11.0,7.0,0.0,35,35,23,0,23,2,275,Venti Iced,,
espresso,Iced Starbucks® Blonde Caffè Latte,12.0,50,30,3.0,0.0,0.0,0,85,5,1,3,1,85,Tall,Almond,
espresso,Iced Starbucks® Blonde Caffè Latte,12.0,70,35,4.0,4.0,0.0,0,80,7,0,6,1,85,Tall,Coconut,
espresso,Iced Starbucks® Blonde Caffè Latte,12.0,70,0,0.0,0.0,0.0,5,80,10,0,9,6,85,Tall,Nonfat milk,
espresso,Iced Starbucks® Blonde Caffè Latte,12.0,120,50,6.0,3.5,0.0,20,85,10,0,9,6,85,Tall,Whole Milk,
espresso,Iced Starbucks® Blonde Caffè Latte,12.0,100,35,3.5,2.0,0.0,15,90,10,0,9,6,85,Tall,2% Milk,
espresso,Iced Starbucks® Blonde Caffè Latte,12.0,100,25,3.0,0.0,0.0,0,75,13,1,9,5,85,Tall,Soy (United States),
espresso,Iced Starbucks® Blonde Caffè Latte,16.0,70,35,4.0,0.0,0.0,0,110,6,1,3,2,170,Grande,Almond,
espresso,Iced Starbucks® Blonde Caffè Latte,16.0,90,50,5.0,5.0,0.0,0,105,10,0,8,1,170,Grande,Coconut,
espresso,Iced Starbucks® Blonde Caffè Latte,16.0,90,0,0.0,0.0,0.0,5,105,13,0,11,8,170,Grande,Nonfat milk,
espresso,Iced Starbucks® Blonde Caffè Latte,16.0,150,70,7.0,4.5,0.0,25,105,13,0,11,8,170,Grande,Whole Milk,
espresso,Iced Starbucks® Blonde Caffè Latte,16.0,130,40,4.5,2.5,0.0,20,115,13,0,11,8,170,Grande,2% Milk,
espresso,Iced Starbucks® Blonde Caffè Latte,16.0,130,35,3.5,0.0,0.0,0,95,17,1,12,7,170,Grande,Soy (United States),
espresso,Iced Starbucks® Blonde Caffè Latte,24.0,100,50,6.0,0.0,0.0,0,160,9,2,5,3,255,Venti Iced,Almond,
espresso,Iced Starbucks® Blonde Caffè Latte,24.0,130,70,7.0,7.0,0.0,0,150,14,0,11,2,255,Venti Iced,Coconut,
espresso,Iced Starbucks® Blonde Caffè Latte,24.0,130,0,0.0,0.0,0.0,5,140,19,0,16,12,255,Venti Iced,Nonfat milk,
espresso,Iced Starbucks® Blonde Caffè Latte,24.0,210,90,10.0,6.0,0.0,30,150,18,0,15,11,255,Venti Iced,Whole Milk,
espresso,Iced Starbucks® Blonde Caffè Latte,24.0,180,60,6.0,3.0,0.0,25,160,18,0,15,12,255,Venti Iced,2% Milk,
espresso,Iced Starbucks® Blonde Caffè Latte,24.0,180,45,5.0,0.5,0.0,0,130,23,1,17,10,255,Venti Iced,Soy (United States),
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,12.0,100,25,2.5,1.0,0.0,5,70,18,0,15,1,85,Tall,Almond,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,12.0,110,25,3.0,2.0,0.0,5,70,19,0,16,1,85,Tall,Coconut,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,12.0,110,15,1.5,1.0,0.0,5,70,20,0,17,3,85,Tall,Nonfat milk,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,12.0,130,35,4.0,2.5,0.0,10,70,20,0,17,3,85,Tall,Whole Milk,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,12.0,120,25,3.0,2.0,0.0,10,75,20,0,17,3,85,Tall,2% Milk,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,12.0,120,25,2.5,1.0,0.0,5,70,21,0,18,3,85,Tall,Soy (United States),
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,16.0,140,35,4.0,1.5,0.0,5,105,26,0,21,2,170,Grande,Almond,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,16.0,150,40,4.5,3.5,0.0,5,110,27,0,22,2,170,Grande,Coconut,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,16.0,150,20,2.0,1.5,0.0,10,105,29,0,24,5,170,Grande,Nonfat milk,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,16.0,190,50,6.0,3.5,0.0,15,110,28,0,24,5,170,Grande,Whole Milk,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,16.0,170,40,4.0,2.5,0.0,15,115,28,0,24,5,170,Grande,2% Milk,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,16.0,180,35,4.0,1.5,0.0,5,100,30,0,25,5,170,Grande,Soy (United States),
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,24.0,180,45,5.0,1.5,0.0,5,150,33,1,26,3,255,Venti Iced,Almond,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,24.0,200,50,6.0,4.5,0.0,5,150,35,0,28,3,255,Venti Iced,Coconut,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,24.0,200,20,2.0,1.5,0.0,10,150,37,0,31,8,255,Venti Iced,Nonfat milk,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,24.0,250,70,8.0,4.5,0.0,25,150,37,0,31,8,255,Venti Iced,Whole Milk,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,24.0,230,50,5.0,3.5,0.0,20,160,37,0,31,8,255,Venti Iced,2% Milk,
espresso,Iced Starbucks® Blonde Caramel Cloud Macchiato,24.0,230,45,4.5,1.5,0.0,5,140,40,1,32,7,255,Venti Iced,Soy (United States),
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,12.0,110,25,2.5,1.0,0.0,5,95,20,1,16,2,85,Tall,Almond,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,12.0,110,30,3.0,2.5,0.0,5,95,20,0,17,1,85,Tall,Coconut,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,12.0,110,15,1.5,1.0,0.0,5,95,21,0,19,4,85,Tall,Nonfat milk,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,12.0,130,35,4.0,2.5,0.0,10,95,21,0,18,3,85,Tall,Whole Milk,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,12.0,130,25,3.0,2.0,0.0,10,100,21,0,18,4,85,Tall,2% Milk,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,12.0,130,25,2.5,1.0,0.0,5,90,23,1,19,3,85,Tall,Soy (United States),
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,16.0,150,35,4.0,1.5,0.0,5,130,27,1,22,2,170,Grande,Almond,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,16.0,160,40,4.5,3.5,0.0,5,135,28,0,23,2,170,Grande,Coconut,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,16.0,160,20,2.0,1.5,0.0,10,130,30,0,26,6,170,Grande,Nonfat milk,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,16.0,190,50,6.0,3.5,0.0,15,135,30,0,25,5,170,Grande,Whole Milk,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,16.0,180,40,4.5,3.0,0.0,15,140,30,0,25,6,170,Grande,2% Milk,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,16.0,180,35,4.0,1.5,0.0,5,125,32,1,26,5,170,Grande,Soy (United States),
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,24.0,190,45,5.0,1.5,0.0,5,170,34,1,27,3,255,Venti Iced,Almond,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,24.0,210,50,6.0,4.5,0.0,5,180,36,1,29,3,255,Venti Iced,Coconut,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,24.0,210,20,2.5,1.5,0.0,10,180,39,0,33,8,255,Venti Iced,Nonfat milk,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,24.0,250,70,8.0,4.5,0.0,25,180,39,0,32,8,255,Venti Iced,Whole Milk,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,24.0,240,50,6.0,3.5,0.0,20,180,39,0,32,8,255,Venti Iced,2% Milk,
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,24.0,240,45,5.0,1.5,0.0,5,170,41,1,33,7,255,Venti Iced,Soy (United States),
espresso,Iced Starbucks® Blonde Flat White,12.0,50,25,3.0,0.0,0.0,0,80,5,1,2,1,150,Tall,Almond,
espresso,Iced Starbucks® Blonde Flat White,12.0,60,35,3.5,3.5,0.0,0,75,7,0,5,1,150,Tall,Coconut,
espresso,Iced Starbucks® Blonde Flat White,12.0,70,0,0.0,0.0,0.0,5,80,10,0,9,6,150,Tall,Nonfat milk,
espresso,Iced Starbucks® Blonde Flat White,12.0,110,50,6.0,3.5,0.0,20,80,10,0,8,6,150,Tall,Whole Milk,
espresso,Iced Starbucks® Blonde Flat White,12.0,100,30,3.5,2.0,0.0,15,90,10,0,8,6,150,Tall,2% Milk,
espresso,Iced Starbucks® Blonde Flat White,12.0,100,25,3.0,0.0,0.0,0,70,12,1,9,5,150,Tall,Soy (United States),
espresso,Iced Starbucks® Blonde Flat White,16.0,70,35,3.5,0.0,0.0,0,105,6,1,3,2,225,Grande,Almond,
espresso,Iced Starbucks® Blonde Flat White,16.0,90,45,5.0,4.5,0.0,0,95,9,0,7,1,225,Grande,Coconut,
espresso,Iced Starbucks® Blonde Flat White,16.0,90,0,0.0,0.0,0.0,5,105,13,0,12,9,225,Grande,Nonfat milk,
espresso,Iced Starbucks® Blonde Flat White,16.0,150,70,8.0,4.5,0.0,25,110,13,0,11,8,225,Grande,Whole Milk,
espresso,Iced Starbucks® Blonde Flat White,16.0,130,40,4.5,3.0,0.0,20,120,13,0,11,8,225,Grande,2% Milk,
espresso,Iced Starbucks® Blonde Flat White,16.0,130,35,4.0,0.0,0.0,0,95,17,1,12,7,225,Grande,Soy (United States),
espresso,Iced Starbucks® Blonde Flat White,24.0,90,50,5.0,0.0,0.0,0,150,9,1,5,3,300,Venti Iced,Almond,
espresso,Iced Starbucks® Blonde Flat White,24.0,120,60,7.0,7.0,0.0,0,140,13,0,10,2,300,Venti Iced,Coconut,
espresso,Iced Starbucks® Blonde Flat White,24.0,130,0,0.0,0.0,0.0,5,150,19,0,17,12,300,Venti Iced,Nonfat milk,
espresso,Iced Starbucks® Blonde Flat White,24.0,220,100,11.0,6.0,0.0,35,160,19,0,16,12,300,Venti Iced,Whole Milk,
espresso,Iced Starbucks® Blonde Flat White,24.0,180,60,7.0,4.5,0.0,25,170,19,0,16,12,300,Venti Iced,2% Milk,
espresso,Iced Starbucks® Blonde Flat White,24.0,190,50,5.0,0.5,0.0,0,140,24,1,18,10,300,Venti Iced,Soy (United States),
espresso,Iced Starbucks® Blonde Vanilla Latte,12.0,80,25,3.0,0.0,0.0,0,80,14,1,12,1,85,Tall,Almond,
espresso,Iced Starbucks® Blonde Vanilla Latte,12.0,100,35,4.0,3.5,0.0,0,75,16,0,15,1,85,Tall,Coconut,
espresso,Iced Starbucks® Blonde Vanilla Latte,12.0,100,0,0.0,0.0,0.0,5,80,19,0,18,6,85,Tall,Nonfat milk,
espresso,Iced Starbucks® Blonde Vanilla Latte,12.0,150,50,6.0,3.5,0.0,15,80,19,0,18,6,85,Tall,Whole Milk,
espresso,Iced Starbucks® Blonde Vanilla Latte,12.0,130,30,3.5,2.0,0.0,15,85,19,0,18,6,85,Tall,2% Milk,
espresso,Iced Starbucks® Blonde Vanilla Latte,12.0,130,25,3.0,0.0,0.0,0,70,22,1,19,5,85,Tall,Soy (United States),
espresso,Iced Starbucks® Blonde Vanilla Latte,16.0,120,30,3.5,0.0,0.0,0,100,20,1,17,2,170,Grande,Almond,
espresso,Iced Starbucks® Blonde Vanilla Latte,16.0,140,45,5.0,4.5,0.0,0,95,23,0,21,1,170,Grande,Coconut,
espresso,Iced Starbucks® Blonde Vanilla Latte,16.0,140,0,0.0,0.0,0.0,5,100,27,0,25,8,170,Grande,Nonfat milk,
espresso,Iced Starbucks® Blonde Vanilla Latte,16.0,200,60,7.0,4.0,0.0,20,100,27,0,25,8,170,Grande,Whole Milk,
espresso,Iced Starbucks® Blonde Vanilla Latte,16.0,180,40,4.5,3.0,0.0,20,110,27,0,25,8,170,Grande,2% Milk,
